,0,1,2,3,4,5,6,7,8,9
0,7.687787875201215,3.0476382481014577,23.062355847126778,29.01309804211811,56.834990484632904,8.923260884852931,6.678143151298313,34.307906983103045,33.103363952358535,14.398445924320304
1,1.661543016019053,27.024686247852042,10.133833719338778,126.33643067255025,41.60379781048348,68.78073730950871,2.0642575934794665,24.935129814898872,12.060683686730213,31.86195088324379
2,14.859368477960867,19.525519559209638,19.633212482720335,75.61950720809598,52.43466717716032,35.06411645735497,2.425993041137768,21.205686387836746,15.211082501428713,23.990430892784698
3,2.317393776819935,4.3529820844111535,21.87844967526801,62.051928041575145,37.72356390027756,22.156690155287627,3.512248189909797,13.294744904511004,22.198808378017226,18.66940388421723
4,1.965122591309872,2.3037351387259664,29.350235968849,50.55673130788252,32.84100199376813,23.116450565847792,1.780915907969067,3.7994449844862075,34.81231277411474,6.007287793833253
5,1.5664272249043956,9.147881250773034,25.54366970773146,91.75334214141083,32.48043537588379,36.34815631731212,-1.4776031739670095,11.43059867317078,11.610327561399405,21.56737953436211
6,4.598949330443707,3.0263199893346924,17.130172139514173,75.22069112559456,34.81498213493427,21.396375960451927,0.4767626550150104,15.26867709254706,11.447177901776485,31.7102231746738
7,1.9636726036710679,4.675650822983166,39.80636656930835,31.681852846592175,48.521536612730976,38.5574494688697,10.960797121660093,34.19934830108494,51.43426458474455,7.56485855476198
8,3.542258905497744,6.679731315485111,31.10897294326958,76.63811369660061,31.69611577460751,34.59367950899727,1.7830085150189028,6.74498492100667,19.196740024478423,7.3477912972750765
9,1.5460691768044401,2.115830042192786,23.43353906062099,37.650919918715495,35.33825598308973,26.02577950628519,8.096100587721784,12.014563137377166,42.00765839022958,4.652522481229837
